horizonte,respuesta,estimacion_puntual,limite_inferior_68,limite_inferior_90,limite_inferior_95,limite_superior_68,limite_superior_90,limite_superior_95
7,gw,9.303828820498343e-4,-0.00199208851100656,-0.004608470285663908,-0.005627618184807778,0.00433863904561142,0.006914877309651456,0.007749807095446794
8,gw,7.882818166521879e-4,-0.0019951646182753482,-0.004497556924909697,-0.005983686440217819,0.003952335313466728,0.006075907060801993,0.007378771636128944
9,gw,-0.005440968692567747,-0.00655786068073553,-0.009137403977482396,-0.010095551728836154,-9.948815807471992e-4,4.277259614498889e-4,0.0015379526653732894
10,gw,-0.002546677933946552,-0.003864678790854818,-0.0060431489874922676,-0.0069080867149799025,6.04943129555996e-4,0.0019745222363776937,0.0024326842580244387
11,gw,-8.675933279516498e-4,-0.002380076874266957,-0.0041876844332018465,-0.004926459918479525,0.0013088462067557761,0.0029243932131794628,0.004293395648824423
12,gw,0.0018474988960376067,-1.922766321159158e-5,-0.0012205195982557145,-0.0022493993716443945,0.00359226622812232,0.005516065271145423,0.005955270582667738
0,v,-0.013518036611710924,-0.017145977318479305,-0.020125597722736803,-0.021612800617759897,-0.004105788012237885,-0.003249335290585207,-0.0023645332886666173
1,v,-0.015659109002032778,-0.01853812423848216,-0.022314809054162835,-0.023698140998901083,-0.006086776152565398,-0.0048039572340847336,-0.004129284078010572
2,v,-0.008756586176562303,-0.010485857591738897,-0.013809065378810966,-0.01637326664094244,-0.0026112684248505136,-0.0011960233120387638,-5.254830530788541e-4
3,v,-0.00550169501221264,-0.0073652330804789305,-0.010364028036326495,-0.01285998535559371,-5.170189571154464e-4,0.0010078850901449241,0.0014425776168447385
4,v,-0.005536004364627551,-0.007289334030740998,-0.010359141651649445,-0.012826299349989962,-3.7487700241615497e-4,0.001119912554864389,0.0019090897449481478
5,v,-0.00469004176583439,-0.005461193328506943,-0.00842448457122524,-0.009957157338970797,-2.4901330944422835e-4,0.0011418554708153,0.0020860198857434687
6,v,-7.203694679568487e-4,-0.0018798144597717446,-0.004223046220353151,-0.005787041198840267,0.002850607997903565,0.0048553133871709585,0.005778561279367377
7,v,7.925691699690531e-4,-8.111207203937704e-4,-0.0026311929975466985,-0.004110865918575574,0.003921608546992501,0.00614111817288989,0.007301266690700863
8,v,9.69610831095746e-4,-4.3106110920046437e-4,-0.0021031498890233947,-0.0034877871233094425,0.0037354797693608926,0.005565048364488342,0.006563742903429348
9,v,-3.952564243503528e-4,-0.0014938060157390328,-0.003073513761277683,-0.004053482270722498,0.002296234847753291,0.003950986386874447,0.0049211976838482285
10,v,1.3626055451156963e-5,-0.001134440317463946,-0.002738283867680689,-0.00343144913893982,0.002028645202972313,0.0037343507049045644,0.004833678109290006
11,v,-2.0346705773208407e-4,-0.001329020848774025,-0.0025267951625038455,-0.0034430260859390134,0.0013764615878226055,0.0029390440705197064,0.004115305532598484
12,v,-1.41349397448553e-4,-0.0012338680671215164,-0.0025777829092191204,-0.003367015012737515,0.0010898005346996339,0.0022696025816728604,0.003083596630873367
